Bodenlaborwerte_ID,Probenahme_Boden_ID,Ph_Wert,Ct,C_hwl,Nt,NO3_N,NH4_N,CaCO3_C,P,K,Mg,Ca,B,Cu,Mn,Mo,Zn,F,Grobsand,Mittelsand,Feinsand,Grobschluff,Mittelschluff,Feinschluff,Ton,P_Koenigswasser,Mg_Koenigswasser,Ca_Koenigswasser,B_Koenigswasser,Cu_Koenigswasser,Mn_Koenigswasser,Mo_Koenigswasser,Zn_Koenigswasser,Al_Koenigswasser,Fe_Koenigswasser,S_Koenigswasser,Sr_Koenigswasser,Ti_Koenigswasser,Cd_Koenigswasser,Ni_Koenigswasser,Pb_Koenigswasser,Bemerkungen_ID
3067,3067,6.2,500,,43,,,,8.9,8.42,5.12,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,3068,6,330,,31,,,,7.65,4.88,4.22,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,3069,6.5,500,,37,,,,11,13.05,5.34,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,3070,6.8,230,,21,,,,7.77,7.4,4.65,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,3071,6.4,510,,37,,,,8.52,8.54,5.32,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,3072,6.4,205,,18,,,,4.59,3.95,3.64,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,3073,6.7,335,,29,,,,8.8,10.04,5.24,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,3074,6.7,100,,8,,,,2.75,4.28,3.07,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,3075,6.5,385,,31,,,,8.89,10.37,4.48,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,3076,6.6,140,,17,,,,2.5,6.45,3.31,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,3077,6.2,550,,45,,,,8.67,7.73,5.4,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,3078,6.2,465,,37,,,,8.48,6.33,4.43,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,3079,6.3,550,,49,,,,11.33,12.27,5.4,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,3080,6.4,230,,20,,,,5.93,6.64,3.6,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,3081,6.4,550,,49,,,,10.57,9.71,6.04,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,3082,6.7,385,,31,,,,7.82,7.2,4.16,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,3083,6.4,560,,42,,,,11.1,10.82,4.84,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,3084,6.3,300,,38,,,,8.09,8.16,5.86,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,3085,6.6,415,,28,,,,9.65,9.9,4.95,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,3086,6.4,230,,19,,,,5.14,4.12,5.11,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,3087,6.7,400,,31,,,,9.81,9.41,5.35,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,3088,6.7,125,,14,,,,3.17,5.1,4.11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,3089,6.5,370,,29,,,,6.3,5.31,5.29,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,3090,6.5,155,,15,,,,2.33,5.29,3.79,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,3091,6.2,655,,54,,,,11.4,14.02,5.96,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,3092,6.3,530,,43,,,,11.38,12.19,5.33,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,3093,6.2,600,,54,,,,14.08,16.8,3.57,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,3094,6.7,365,,28,,,,10.95,12.34,4.01,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,3095,6.6,580,,46,,,,10.9,9.79,6.68,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,3096,6.6,470,,32,,,,9.66,6.76,5.15,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,3097,6.6,415,,31,,,,8.52,8.32,4.96,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,3098,6.6,180,,15,,,,4.21,4.94,4.29,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,3099,6.6,560,,62,,,,13.3,12.32,5.56,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,3100,6.6,200,,21,,,,8.84,6.76,5.26,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,3101,6.6,440,,32,,,,10.76,13.52,4.62,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,3102,6.6,270,,15,,,,5.88,6.91,3.9,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,3103,6.4,465,,34,,,,7.48,7.54,5.5,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,3104,6.6,180,,17,,,,2.76,5.29,3.63,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,3105,6.1,635,,51,,,,10.2,10.86,4.67,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,3106,6.3,545,,46,,,,8.45,6.58,4.95,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,3107,6.4,570,,46,,,,9.7,9.39,5.82,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,3108,6.2,450,,40,,,,11.33,8.34,4.86,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,3109,6.6,615,,49,,,,10.9,10.08,5.71,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,3110,6.4,505,,34,,,,9.1,6.46,5.21,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,3111,6.2,525,,49,,,,9.73,9.67,5.57,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,3112,6.4,290,,25,,,,5.87,6.27,5.1,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,3113,6.6,440,,33,,,,10.36,10.53,4.24,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,3114,6.6,220,,16,,,,5.3,4.88,4.38,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,3115,6.6,465,,30,,,,9.27,10.8,4.64,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,3116,6.4,175,,15,,,,4.68,5.29,3.76,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,3117,6.5,430,,37,,,,8.9,9.84,5.35,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,3118,6.5,200,,18,,,,3.75,5.92,4.05,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,3119,6.6,700,,55,,,,13.8,12.64,6.45,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,3120,6.4,565,,39,,,,12.57,12.81,5.96,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,3121,6.3,520,,44,,,,8.59,7.54,5.48,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,3122,6.3,230,,24,,,,4.13,4.49,4.38,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,3123,6.4,570,,51,,,,11.12,11.41,4.99,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,3124,6.5,470,,38,,,,8.57,9.2,5.74,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,3125,6.4,485,,40,,,,10.92,12.19,4.3,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,3126,6.7,305,,29,,,,6.45,6.54,4.54,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,3127,6.4,550,,60,,,,10.6,8.36,5.11,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,3128,6.5,500,,31,,,,7.19,6.88,5.29,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,3129,6.5,425,,29,,,,11.33,12.71,4.66,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,3130,6.6,125,,6,,,,6.37,6.8,3.29,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,3131,6.5,410,,30,,,,7.9,8.32,6,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,3132,6.5,210,,20,,,,8.69,6.19,4.36,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,3133,6.6,590,,53,,,,12.63,11.37,7.12,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,3134,6.5,555,,47,,,,9.59,5.86,6.48,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,3135,6.3,490,,38,,,,8.4,9.63,6.34,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,3136,6.3,265,,24,,,,3.65,4.88,4.7,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,3137,6.6,580,,46,,,,9.6,9.9,5.96,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,3138,6.4,320,,29,,,,9.34,5.96,4.03,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,3139,6.4,595,,49,,,,11.23,10.23,5.73,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,3140,6.2,250,,22,,,,6.32,6.11,4.28,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,3141,6.5,535,,43,,,,10.1,9.49,5.92,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,3142,6.8,340,,29,,,,7.33,5.7,5.32,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,3143,6.3,455,,24,,,,9.55,9.43,3.89,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,3144,6.2,155,,13,,,,3.34,6.02,5.24,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,3145,6.4,470,,41,,,,9.09,10.12,5.63,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,3146,6.4,320,,23,,,,4.28,5.74,4.1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,3147,6.6,410,,35,,,,8.1,8.44,4.91,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,3148,6.5,545,,43,,,,9.15,10.43,5.99,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,3149,6.7,560,,46,,,,10,12.42,6.92,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,3150,6.5,350,,26,,,,4.58,8.57,5.02,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,3151,6.6,460,,40,,,,8.38,9.57,6.14,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,3152,6.6,395,,31,,,,6.48,6.78,5.04,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,3153,6.3,410,,34,,,,9.03,11.86,3.87,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,3154,6.4,165,,15,,,,3.87,5.57,4.25,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,3155,6.3,530,,43,,,,10.59,10.49,5.3,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,3156,6.4,250,,23,,,,6.51,3.85,5.05,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,3157,6.4,430,,35,,,,10,9.04,5.5,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,3158,6.5,170,,19,,,,5.84,9.18,7.17,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,3159,6.4,510,,43,,,,8.24,10.31,5.76,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,3160,6.4,240,,21,,,,4,5.9,4.87,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,3161,6.7,590,,47,,,,11.63,14.63,5.6,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,3162,6.7,515,,39,,,,8.58,9.16,6.65,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,3163,6.6,555,,43,,,,9.4,9.59,7.07,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,3164,6.2,370,,31,,,,5.87,5.72,5.61,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,3165,6.6,690,,50,,,,14.34,17.77,6.07,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,3166,6.6,570,,46,,,,12.12,12.11,6.53,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,3167,6.5,535,,48,,,,9.7,12.95,5.76,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,3168,6.5,250,,21,,,,6.26,7.05,4.99,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,3169,6.5,462,,38,,,,10.31,10.51,4.49,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,3170,6.5,180,,17,,,,4.79,5.8,5.06,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,3171,6.4,490,,37,,,,8.9,8.46,4.73,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,3172,6.5,105,,13,,,,3.89,5.88,4.96,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,3173,6.3,570,,44,,,,8.65,9.63,5.81,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,3174,6.4,300,,23,,,,3.81,6.02,4.04,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,3175,6.5,665,,64,,,,11.84,13.14,6.01,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,3176,6.3,512,,49,,,,9.23,10.92,5.61,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,3177,6.4,635,,52,,,,12.2,14.18,7.37,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,3178,6.5,460,,39,,,,9.53,9.94,6.29,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,3179,6.4,600,,58,,,,10.07,12.11,6.69,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,3180,6.4,520,,45,,,,8.29,5.92,6.14,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,3181,6.5,540,,41,,,,10.15,13.36,5.61,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,3182,6.5,350,,27,,,,6.65,8.89,4.91,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,3183,6.6,440,,42,,,,7.42,7.3,6.47,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,3184,6.6,200,,20,,,,4.14,4.36,3.82,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,3185,6.5,570,,46,,,,10.9,14.96,6.3,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,3186,6.8,110,,13,,,,4.64,6.27,5.02,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,3187,6.6,540,,47,,,,11.2,11.91,6.2,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,3188,6.5,223,,23,,,,5.3,7.6,4.79,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,3189,6.5,740,,63,,,,13.41,14.82,6.94,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,3190,6.6,675,,59,,,,13.67,11,7.68,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,3191,6.5,610,,54,,,,12.04,13.98,5.2,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,3192,6.5,420,,45,,,,8.55,10.64,6.2,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,3193,6.5,600,,46,,,,10.84,13.05,6.14,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,3194,6.4,465,,38,,,,7.54,7.79,6.04,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,3195,6.6,660,,52,,,,11.6,12.15,6.58,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,3196,6.6,440,,36,,,,7.97,7.48,5.78,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,3197,6.5,470,,38,,,,10,10.08,4.47,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,3198,6.5,195,,18,,,,4.75,5.45,5.52,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,3199,6.4,490,,39,,,,9.6,9,4.86,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,3200,6,125,,9,,,,5.96,6.91,5.88,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,3201,6.4,525,,43,,,,9.77,11.93,5.47,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,3202,6.5,350,,26,,,,5,6.54,4.73,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,3203,6.7,620,,56,,,,12.55,14.47,6.81,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,3204,6.6,550,,41,,,,9.71,8.4,6.93,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,3205,6.2,535,,49,,,,9.6,10.57,5.79,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,3206,6.2,375,,31,,,,6.33,6.86,4.98,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,3207,6.6,605,,48,,,,10.92,14.26,6.19,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,3208,6.4,450,,36,,,,6.88,8.22,5.57,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,3209,6.2,580,,42,,,,9.61,12.97,4.18,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,3210,6.6,285,,24,,,,6.3,5.43,5.11,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,3211,6.6,470,,40,,,,9.18,9.65,5.37,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,3212,6.3,165,,16,,,,4.15,4.51,4.28,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,3213,6.2,545,,43,,,,9.1,7.07,4.59,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,3214,6.2,100,,12,,,,3.5,4.79,3.58,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,3215,6.3,630,,54,,,,10.76,8.95,6.42,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,3216,6.5,385,,32,,,,6.4,5.43,4.75,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,3217,6.7,625,,52,,,,10.4,11,6.99,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,3218,6.5,455,,33,,,,7.29,7.25,5.58,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,3219,6.5,645,,54,,,,13.3,13.01,5.61,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,3220,6.4,370,,30,,,,10.47,9.38,5.65,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,3221,6.6,590,,49,,,,10.3,14.02,6.71,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,3222,6.5,430,,34,,,,8.28,6.29,5.47,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,3223,6.4,565,,42,,,,10.35,11.97,4.94,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,3224,6.4,290,,27,,,,6.37,5.49,5.07,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,3225,6.3,500,,44,,,,8.4,7.95,4.73,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,3226,6.2,260,,24,,,,5.31,5.02,5.39,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,3227,6.2,575,,45,,,,10.9,8.2,4.53,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,3228,6.4,185,,17,,,,3.08,5.1,3.34,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,3229,6.2,630,,73,,,,12.47,10.92,5.88,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,3230,6.2,435,,35,,,,8.45,6.86,4.41,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,3231,6.6,635,,48,,,,11.12,12.95,5.99,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,3232,6.6,365,,29,,,,7.11,9.77,5.35,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,3233,6.7,565,,44,,,,8.94,12.25,5.94,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,3234,6.7,510,,37,,,,7.23,9.3,5.8,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,3235,6.4,705,,58,,,,13.3,13.95,5.95,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,3236,6.4,390,,33,,,,9.75,8.24,4.6,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,3237,6.4,650,,49,,,,15,17.03,3.73,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,3238,6.5,425,,34,,,,10.92,9.86,5.97,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,3239,6.4,465,,36,,,,9.2,7.48,5.61,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,3240,6.3,240,,22,,,,5.39,6.21,6.22,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,3241,6.2,590,,46,,,,10.1,8.46,5.12,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,3242,6.2,160,,15,,,,4.04,5.8,4.78,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,3243,6.5,557,,40,,,,12.47,13.44,5.72,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,3244,6.6,315,,27,,,,8.67,12.36,5.55,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,3245,6.8,455,,44,,,,8.42,10.72,6.79,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,3246,6.7,425,,33,,,,6.22,7.79,6.37,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,3247,6.5,570,,48,,,,9.8,14.14,5.96,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,3248,6.5,505,,42,,,,10.39,10.25,6.46,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,3249,6.2,635,,53,,,,12.54,13.75,5.25,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,3250,6.2,455,,35,,,,8.07,8.32,5.24,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,3251,6.3,610,,55,,,,11.7,13.18,5.38,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,3252,6.6,320,,33,,,,10.39,9.86,5.53,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,3253,6.5,485,,36,,,,9.7,11.88,5.92,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,3254,6.4,190,,20,,,,6.44,5.02,5.31,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,3255,6.6,410,,34,,,,9.4,8.36,5.77,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,3256,6.2,145,,14,,,,3.12,5.68,5.93,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,3257,6.6,490,,41,,,,10,9.77,5.54,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,3258,6.6,270,,25,,,,5.48,6.02,5.28,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,3259,6.5,510,,33,,,,9.28,10.94,5.84,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,3260,6.3,340,,31,,,,5.29,6.15,6.73,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,3261,6.7,545,,48,,,,10.15,13.26,5.49,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,3262,6.6,405,,30,,,,7.89,7.79,3.53,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,3263,6.6,585,,51,,,,15.2,21.03,5.49,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,3264,6.6,325,,26,,,,7.9,8.67,5.3,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,3265,6.4,610,,53,,,,10.59,10.49,5.46,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,3266,6.5,300,,25,,,,6.71,4.59,4.69,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,3267,6.6,490,,37,,,,9.73,11.05,5.35,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,3268,6.5,205,,21,,,,4.6,7.52,4.6,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,3269,6.3,450,,36,,,,7.85,7.44,5.61,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,3270,6.2,130,,16,,,,2.88,3.73,4.39,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,3271,6.6,490,,40,,,,7.8,8.59,6.34,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,3272,6.6,220,,20,,,,3.61,4.86,4.7,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,3273,6.3,595,,47,,,,9.11,10.61,5.13,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,3274,5.7,390,,30,,,,5.99,5.21,4.95,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,3275,6.7,485,,36,,,,9.95,12.56,5.24,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,3276,6.6,360,,30,,,,6.79,9.57,5.41,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,3277,6.4,660,,54,,,,14.6,19.95,4.76,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,3278,6.4,360,,30,,,,6.04,6.84,4.97,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,3279,6.5,605,,49,,,,11.5,14.06,4.91,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,3280,6.4,360,,26,,,,8.59,5.68,4.87,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,3281,6.6,550,,41,,,,9.6,9.55,6.17,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,3282,6.4,220,,18,,,,4.62,6.58,4.61,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,3283,6.3,530,,49,,,,11.17,9.65,6.18,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,3284,6.4,183,,19,,,,4.77,7.75,3.99,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,3285,6.5,405,,32,,,,7.16,8.01,5.19,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,3286,6.6,220,,21,,,,3.55,7.25,4.69,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
