OBJECTID,ID,signal_ID,personal_ID,Date,year_month,site,plot,day,position,component,management,season,net_flux,gross_emission,gross_uptake,CO2_flux,ST,WFPS,BD,NH4,NO3,mineral_N,MIN_CO2,MBN,MBC,nirK,nirS,nosZI,nosZII
400,0,D_C_r4,D_C_r4,2018-06-24T00:00:00,2018_6,D,D p20,81,e_C,c_mono,D_c_mono,b_summer,-0.0208,0.2003,0.0346,0.5342,18.5,22.91,0.96,3.0298,37.8964,40.9262,76.6121302882815,,,1769239019.99,86281828.13,130551802.28,397940143.05
401,0,D_AF_r1_T,D_AF_r1_T,2018-08-19T00:00:00,2018_8,D,D p1,137,a_tree,a_tree_row,D_agro,b_summer,0.0002,0.1641,0.1246,2.6454,24.6,36.62,0.86,6.4111,1.7106,8.1217,3.07012172072276,,,3241564872.02,189530886.48,225786012.56,489635138.81
402,0,D_AF_r1_1m,D_AF_r1_1m,2018-08-19T00:00:00,2018_8,D,D p2,137,b_1m,b_crop_row,D_agro,b_summer,0.0115,0.1496,0.0979,1.3747,23.5,38.93,1.07,2.2044,20.2841,22.4886,16.3589146722921,,,1039005251.99,152824962.68,118511924.66,348818633.61
403,0,D_AF_r1_7m,D_AF_r1_7m,2018-08-19T00:00:00,2018_8,D,D p3,137,c_7m,b_crop_row,D_agro,b_summer,0.0284,0.0646,0.0078,1.9364,24.1,35.62,1.27,2.6913,16.841,19.5324,10.0869655029952,,,1552561230.9,155848087.05,213403432.29,325198255.72
404,0,D_AF_r1_24m,D_AF_r1_24m,2018-08-19T00:00:00,2018_8,D,D p4,137,d_24m,b_crop_row,D_agro,b_summer,3.6165,3.6884,0,1.7074,24.1,48.1,1.24,8.3144,201.118,209.4325,122.66164929132,,,652141594.33,90582047.95,63183590.96,201844490.23
405,0,D_AF_r2_T,D_AF_r2_T,2018-08-19T00:00:00,2018_8,D,D p5,137,a_tree,a_tree_row,D_agro,b_summer,-0.0153,0.1771,0.1487,1.9816,23.6,37.92,1.1,3.5796,0.3394,3.9189,1.97764432781591,,,1029240822.01,85009368.4,64633418.47,244613514.12
406,0,D_AF_r2_1m,D_AF_r2_1m,2018-08-19T00:00:00,2018_8,D,D p6,137,b_1m,b_crop_row,D_agro,b_summer,0.0436,0.2144,0.132,1.7128,22.4,34.79,1.16,2.3525,14.9334,17.2859,10.0921882297992,,,1635397167.28,105519982.53,110721850.63,547560661.03
407,0,D_AF_r2_7m,D_AF_r2_7m,2018-08-19T00:00:00,2018_8,D,D p7,137,c_7m,b_crop_row,D_agro,b_summer,0.0208,0.0579,0.0205,1.3523,22.2,29.56,0.95,1.7732,32.083,33.8562,25.0360127190712,,,1510023314.85,121587965.65,50632596.17,308699051.59
408,0,D_AF_r2_24m,D_AF_r2_24m,2018-08-19T00:00:00,2018_8,D,D p8,137,d_24m,b_crop_row,D_agro,b_summer,0.6055,0.6988,0.0414,1.8289,22.9,34.13,1.23,5.9592,63.1517,69.1109,37.7882333643173,,,951750917.31,48004270.28,74257454.49,245557866.56
409,0,D_AF_r3_T,D_AF_r3_T,2018-08-19T00:00:00,2018_8,D,D p9,137,a_tree,a_tree_row,D_agro,b_summer,-0.0124,0.068,0.0579,2.1884,22.7,35.1,0.97,4.2038,2.6235,6.8273,3.11976786693475,,,1898553919.58,153924811.14,120590203.23,282552535.78
410,0,D_AF_r3_1m,D_AF_r3_1m,2018-08-19T00:00:00,2018_8,D,D p10,137,b_1m,b_crop_row,D_agro,b_summer,-0.0052,0.06,0.0379,1.3451,23.1,35.25,0.98,1.4555,11.9243,13.3798,9.9470671325552,,,1152091862.44,82393805.86,61519468.38,303410845.14
411,0,D_AF_r3_7m,D_AF_r3_7m,2018-08-19T00:00:00,2018_8,D,D p11,137,c_7m,b_crop_row,D_agro,b_summer,0.0983,0.16,0.042,2.1569,25.4,37.79,1.1,4.527,48.2481,52.7751,24.4680328248876,,,1814007096.81,75063973.92,88474002.14,315342163.82
412,0,D_AF_r3_24m,D_AF_r3_24m,2018-08-19T00:00:00,2018_8,D,D p12,137,d_24m,b_crop_row,D_agro,b_summer,0.47,0.4956,0.0145,1.8182,25,47.27,1.26,8.1868,65.1865,73.3734,40.3549664503355,,,826721738.43,53291277.32,95149992.71,188214687.81
413,0,D_AF_r4_T,D_AF_r4_T,2018-08-19T00:00:00,2018_8,D,D p13,137,a_tree,a_tree_row,D_agro,b_summer,0.0415,0.1068,0.031,3.0884,25.2,32.05,0.94,2.4571,3.08,5.5371,1.79287009454734,,,1647529540.86,115366051.1,128825400.93,376212084.5
414,0,D_AF_r4_1m,D_AF_r4_1m,2018-08-19T00:00:00,2018_8,D,D p14,137,b_1m,b_crop_row,D_agro,b_summer,0.0133,0.0572,0.0218,1.9455,25,32.6,1.11,1.1913,10.3833,11.5746,5.94942174248265,,,957991707.22,93718608.98,86920466,405794224.82
415,0,D_AF_r4_7m,D_AF_r4_7m,2018-08-19T00:00:00,2018_8,D,D p15,137,c_7m,b_crop_row,D_agro,b_summer,0.0192,0.8463,0.7206,1.3457,23.9,35.63,1.02,2.2809,27.5036,29.7845,22.1330905848257,,,1247788813.26,97212638.72,123755539.28,365413491.91
416,0,D_AF_r4_24m,D_AF_r4_24m,2018-08-19T00:00:00,2018_8,D,D p16,137,d_24m,b_crop_row,D_agro,b_summer,0.2193,0.2194,0,2.0279,25,46.59,1.17,3.8611,22.7113,26.5724,13.1034074658514,,,936762713.89,51915664.05,46277711.21,201191271.82
417,0,D_C_r1,D_C_r1,2018-08-19T00:00:00,2018_8,D,D p17,137,e_C,c_mono,D_c_mono,b_summer,1.0301,1.3515,0.163,2.2149,25,42.06,0.8,2.585,48.2648,50.8498,22.9580567971466,,,654719229.09,144761013,186871156.85,362657569.2
418,0,D_C_r2,D_C_r2,2018-08-19T00:00:00,2018_8,D,D p18,137,e_C,c_mono,D_c_mono,b_summer,0.1073,0.3055,0.1338,1.4933,25.4,39.03,1.2,0.9736,59.2471,60.2207,40.3272617692359,,,1592783888.61,140931369.62,143608846.01,356804713.79
419,0,D_C_r3,D_C_r3,2018-08-19T00:00:00,2018_8,D,D p19,137,e_C,c_mono,D_c_mono,b_summer,0.2254,0.4077,0.1246,1.5005,25.6,39.93,1.09,2.5859,18.4398,21.0258,14.0125291569477,,,1236315605.98,79180652.62,128830564.52,304786777.58
420,0,D_C_r4,D_C_r4,2018-08-19T00:00:00,2018_8,D,D p20,137,e_C,c_mono,D_c_mono,b_summer,0.2545,0.3041,0.0207,1.323,26,38.49,1.2,2.1392,71.3591,73.4983,55.5542705971277,,,728184447.98,50285120.2,85038329.92,270311314.28
421,0,D_AF_r1_T,D_AF_r1_T,2018-09-27T00:00:00,2018_9,D,D p1,176,a_tree,a_tree_row,D_agro,c_fall,0.0114,0.2038,0.141,1.0128,16.9,49.67,1.16,1.7099,2.0031,3.7129,3.66597551342812,91.8,550.432332721165,1319704785.28,39505075.17,34630484.12,187443697.03
422,0,D_AF_r1_1m,D_AF_r1_1m,2018-09-27T00:00:00,2018_9,D,D p2,176,b_1m,b_crop_row,D_agro,c_fall,0.0118,0.0597,0.0243,1.1334,15.8,38.4,0.88,0.4974,2.1762,2.6736,2.35892006352567,85.5,530.520820981662,1117059493.95,51055201.29,5148131.74,215468939.83
423,0,D_AF_r1_7m,D_AF_r1_7m,2018-09-27T00:00:00,2018_9,D,D p3,176,c_7m,b_crop_row,D_agro,c_fall,-0.0098,0.2444,0.1851,1.0807,16.3,35.97,0.91,0.2925,3.3081,3.6006,3.33172943462571,76.4,577.807685206263,853324455.54,67284793.77,43554659.29,176932745.62
424,0,D_AF_r1_24m,D_AF_r1_24m,2018-09-27T00:00:00,2018_9,D,D p4,176,d_24m,b_crop_row,D_agro,c_fall,0.0473,0.1107,0.0388,0.736,16.4,38.17,1.24,2.1986,11.9983,14.1968,19.2891304347826,50.1,418.326939825756,754421259.46,57486822.74,5561283.52,202540337.1
425,0,D_AF_r2_T,D_AF_r2_T,2018-09-27T00:00:00,2018_9,D,D p5,176,a_tree,a_tree_row,D_agro,c_fall,-0.0156,0.1091,0.0952,0.9742,16,49.51,1.09,3.0414,0.5207,3.562,3.65633340176555,92.9,565.056574988099,2561393076.93,163388851.37,106305577.44,390017962.31
426,0,D_AF_r2_1m,D_AF_r2_1m,2018-09-27T00:00:00,2018_9,D,D p6,176,b_1m,b_crop_row,D_agro,c_fall,0.0233,0.0441,0.0156,1.0897,16.3,32.36,0.97,1.4633,5.526,6.9893,6.41396714692117,66.5,440.520882600222,1634869641.76,106371704.41,45137879.79,506520429
427,0,D_AF_r2_7m,D_AF_r2_7m,2018-09-27T00:00:00,2018_9,D,D p7,176,c_7m,b_crop_row,D_agro,c_fall,0.019,0.2951,0.1986,1.788,16.7,33.18,0.89,1.2487,6.0955,7.3442,4.10749440715884,53.9,197.136823310678,1602742330.04,70610989.35,4211134.11,333767973.97
428,0,D_AF_r2_24m,D_AF_r2_24m,2018-09-27T00:00:00,2018_9,D,D p8,176,d_24m,b_crop_row,D_agro,c_fall,0.3761,0.535,0.0922,1.3251,17.9,37.85,0.86,0.9367,12.0498,12.9865,9.80039242321334,42.8,331.223590645413,1931236776.89,69286284.48,66945972.85,235971523.42
429,0,D_AF_r3_T,D_AF_r3_T,2018-09-27T00:00:00,2018_9,D,D p9,176,a_tree,a_tree_row,D_agro,c_fall,0.0514,0.1423,0.0569,1.535,17.2,52.72,0.98,2.0762,1.6852,3.7614,2.45042345276873,113.9,695.618076632958,5200117966.97,294551433.22,184821099.08,917163790.66
430,0,D_AF_r3_1m,D_AF_r3_1m,2018-09-27T00:00:00,2018_9,D,D p10,176,b_1m,b_crop_row,D_agro,c_fall,0.0449,0.1816,0.0924,1.0846,18.2,36.56,0.85,0.131,3.562,3.693,3.4049419140697,68.5,438.085045882789,1367044283.34,71895990.32,53061984.44,251046163
431,0,D_AF_r3_7m,D_AF_r3_7m,2018-09-27T00:00:00,2018_9,D,D p11,176,c_7m,b_crop_row,D_agro,c_fall,0.0581,0.054,0.0001,2.3267,19.2,34.96,1.08,0.3864,3.4154,3.8019,1.63403103107405,65.9,472.72791944112,1834620185.83,86134967.6,58920854.28,349576625.67
432,0,D_AF_r3_24m,D_AF_r3_24m,2018-09-27T00:00:00,2018_9,D,D p12,176,d_24m,b_crop_row,D_agro,c_fall,0.4176,0.4771,0.0217,1.9059,18.6,35.63,1.06,2.0489,14.5912,16.6401,8.73083582559421,41.5,333.198750820196,1372630587.17,56230741.44,80977731.73,181304985.39
433,0,D_AF_r4_T,D_AF_r4_T,2018-09-27T00:00:00,2018_9,D,D p13,176,a_tree,a_tree_row,D_agro,c_fall,-0.0033,0.0906,0.0668,1.5072,18.7,47.79,1.33,1.1443,0.9558,2.1001,1.39337845010616,103.7,615.80690307813,1020160012.43,94255786.2,52393179.46,139962070.05
434,0,D_AF_r4_1m,D_AF_r4_1m,2018-09-27T00:00:00,2018_9,D,D p14,176,b_1m,b_crop_row,D_agro,c_fall,0.0558,0.1157,0.031,1.3494,19,31.66,1.16,0.1816,10.2083,10.3899,7.69964428634949,56.8,398.392260395145,1662207045.57,135633570.12,68088162.6,445018970.41
435,0,D_AF_r4_7m,D_AF_r4_7m,2018-09-27T00:00:00,2018_9,D,D p15,176,c_7m,b_crop_row,D_agro,c_fall,0.0843,0.0943,0.0078,2.2451,18.7,32.24,1,0.1188,3.319,3.4378,1.53124582423945,55,378.712714617102,2588099041.53,49520943.52,55457007.43,261344964.41
436,0,D_AF_r4_24m,D_AF_r4_24m,2018-09-27T00:00:00,2018_9,D,D p16,176,d_24m,b_crop_row,D_agro,c_fall,0.1278,0.5103,0.2729,1.5836,18.5,36.37,1.07,3.0173,20.9566,23.9739,15.1388608234403,39.7,239.024576672745,980907753.05,51061601.38,191986294.54,272675854.26
437,0,D_C_r1,D_C_r1,2018-09-27T00:00:00,2018_9,D,D p17,176,e_C,c_mono,D_c_mono,c_fall,-0.016,0.0952,0.0797,1.0313,18.6,31.63,0.85,0.59,3.4507,4.0407,3.91806457868709,90,604.318000844046,1292006572.18,52349005.61,64177683.88,219719843.87
438,0,D_C_r2,D_C_r2,2018-09-27T00:00:00,2018_9,D,D p18,176,e_C,c_mono,D_c_mono,c_fall,-0.0184,0.0457,0.0348,0.9324,18.6,,,0.3246,1.698,2.0225,2.16913341913342,101.4,683.044834990308,1172184501.26,80162701.77,100706999.49,300746547.64
439,0,D_C_r3,D_C_r3,2018-09-27T00:00:00,2018_9,D,D p19,176,e_C,c_mono,D_c_mono,c_fall,0.0127,0.0335,0.0163,0.9773,18.7,31.04,1.11,1.1803,2.7137,3.894,3.98444694566663,86.3,570.463162260908,1188009047.64,59045182.35,82698808.82,245971046.27
440,0,D_C_r4,D_C_r4,2018-09-27T00:00:00,2018_9,D,D p20,176,e_C,c_mono,D_c_mono,c_fall,-0.0277,0.1159,0.0989,0.6795,18.6,28.7,0.94,0.5971,3.7357,4.3328,6.37645327446652,85.2,527.352187797601,1044785003.47,88042648.32,145023743.78,228611486.05
441,0,D_AF_r1_T,D_AF_r1_T,2018-10-30T00:00:00,2018_10,D,D p1,209,a_tree,a_tree_row,D_agro,c_fall,-0.0152,0.0872,0.072,0.9687,12.45,43.76,1.21,0.3576,0.9221,1.2797,1.32104882832662,,,3523168413.91,244008438.71,187106468.61,467822220.61
442,0,D_AF_r1_1m,D_AF_r1_1m,2018-10-30T00:00:00,2018_10,D,D p2,209,b_1m,b_crop_row,D_agro,c_fall,0.0959,0.098,0,0.8162,11.4,43.83,1.02,0.1386,2.7913,2.9299,3.58968390100466,,,1177963421.82,86891120.69,32446951.56,230869668.18
443,0,D_AF_r1_7m,D_AF_r1_7m,2018-10-30T00:00:00,2018_10,D,D p3,209,c_7m,b_crop_row,D_agro,c_fall,-0.0154,0.2824,0.2209,0.5473,11.55,37.98,1.01,0.0769,2.4772,2.5541,4.6667275717157,,,566956470.49,50233321.76,66199028.25,221008523.3
444,0,D_AF_r1_24m,D_AF_r1_24m,2018-10-30T00:00:00,2018_10,D,D p4,209,d_24m,b_crop_row,D_agro,c_fall,-0.0196,0,0,0.8124,11.75,32.5,0.94,0.4786,18.4142,18.8928,23.2555391432792,,,669399783.37,45966133.06,58472910.49,126190757.47
445,0,D_AF_r2_T,D_AF_r2_T,2018-10-30T00:00:00,2018_10,D,D p5,209,a_tree,a_tree_row,D_agro,c_fall,-0.027,0.0494,0.0511,1.2167,12.6,50.41,1.01,0.6426,0.3844,1.027,0.844086463384565,,,2448422816.72,134229729.87,174843676.8,325404044.84
446,0,D_AF_r2_1m,D_AF_r2_1m,2018-10-30T00:00:00,2018_10,D,D p6,209,b_1m,b_crop_row,D_agro,c_fall,0.014,0.0692,0.0256,0.7435,10.85,37.52,1,0.2446,6.703,6.9476,9.34445191661063,,,1356970334.42,47272218.65,13862888.36,229681841.27
447,0,D_AF_r2_7m,D_AF_r2_7m,2018-10-30T00:00:00,2018_10,D,D p7,209,c_7m,b_crop_row,D_agro,c_fall,0.0815,0.5043,0.3011,1.1727,11,37.19,0.97,2.4959,9.0981,11.5939,9.88650123646286,,,1269155060.06,85107378.34,94218975.17,256506471.92
448,0,D_AF_r2_24m,D_AF_r2_24m,2018-10-30T00:00:00,2018_10,D,D p8,209,d_24m,b_crop_row,D_agro,c_fall,0.0807,0.3509,0.1921,1.1227,11.05,34.59,0.85,5.2988,19.5394,24.8382,22.1236305335352,,,1480530671.98,69809112.23,46932760.69,158788210.8
449,0,D_AF_r3_T,D_AF_r3_T,2018-10-30T00:00:00,2018_10,D,D p9,209,a_tree,a_tree_row,D_agro,c_fall,-0.0177,0.0747,0.0672,0.9231,11.3,39.13,1.04,0.3625,0.8409,1.2034,1.30365074206478,,,1663304968.77,106467889.4,72262391.61,168226468.15
450,0,D_AF_r3_1m,D_AF_r3_1m,2018-10-30T00:00:00,2018_10,D,D p10,209,b_1m,b_crop_row,D_agro,c_fall,0.0156,0.2461,0.1701,0.7667,11.05,45.55,1.11,0.8681,4.3022,5.1703,6.74357636624495,,,750914824.75,48955042.52,45365934.2,137105460.37
451,0,D_AF_r3_7m,D_AF_r3_7m,2018-10-30T00:00:00,2018_10,D,D p11,209,c_7m,b_crop_row,D_agro,c_fall,-0.0186,0.1303,0.032,1.0944,8.8,40.4,0.92,2.9888,7.4799,10.4687,9.5656980994152,,,767426534.23,44709169.3,51982108.4,205298668.54
452,0,D_AF_r3_24m,D_AF_r3_24m,2018-10-30T00:00:00,2018_10,D,D p12,209,d_24m,b_crop_row,D_agro,c_fall,0.2024,0.3178,0.065,0.7587,8.85,31.43,0.87,6.9151,8.8798,15.7949,20.818373533676,,,1375403578.25,79916272.46,76760042.16,142119212.97
453,0,D_AF_r4_T,D_AF_r4_T,2018-10-30T00:00:00,2018_10,D,D p13,209,a_tree,a_tree_row,D_agro,c_fall,-0.0196,0.1137,0.092,0.4442,9,43.23,1.32,0.4517,0.2123,0.6641,1.4950472760018,,,2675571162.83,116739351.62,59510062.83,223656759.55
454,0,D_AF_r4_1m,D_AF_r4_1m,2018-10-30T00:00:00,2018_10,D,D p14,209,b_1m,b_crop_row,D_agro,c_fall,-0.0464,0.1262,0.1134,0.8707,8.45,36.83,0.87,0.7475,12.6907,13.4383,15.4339037555989,,,1203224927.07,63189941.82,67988091.81,208713652.14
455,0,D_AF_r4_7m,D_AF_r4_7m,2018-10-30T00:00:00,2018_10,D,D p15,209,c_7m,b_crop_row,D_agro,c_fall,-0.0069,0.0557,0.0363,0.6266,8.35,37.31,0.91,2.2129,8.0218,10.2348,16.3338653048197,,,829122829.86,43868020.94,40415395.11,173356272.69
456,0,D_AF_r4_24m,D_AF_r4_24m,2018-10-30T00:00:00,2018_10,D,D p16,209,d_24m,b_crop_row,D_agro,c_fall,-0.0453,0.0561,0.0027,0.4061,8.15,31.81,0.77,3.6326,14.1541,17.7868,43.7990642698843,,,1006929578.39,48247522.92,64895196.34,158897891.83
457,0,D_C_r1,D_C_r1,2018-10-30T00:00:00,2018_10,D,D p17,209,e_C,c_mono,D_c_mono,c_fall,-0.0367,0.0503,0.0621,0.1628,8.3,34.62,0.93,0.4554,4.935,5.3903,33.1099508599509,,,1445707507,82578198.56,131679311.54,230036980.63
458,0,D_C_r2,D_C_r2,2018-10-30T00:00:00,2018_10,D,D p18,209,e_C,c_mono,D_c_mono,c_fall,-0.0286,0.1494,0.1269,0.1233,8.35,32.48,0.84,0.5619,3.6353,4.1972,34.0405515004055,,,1066638370.39,61476728.79,105021374.16,188126903.52
459,0,D_C_r3,D_C_r3,2018-10-30T00:00:00,2018_10,D,D p19,209,e_C,c_mono,D_c_mono,c_fall,-0.022,0,0.0082,0.4023,7.85,34.28,0.81,0.9538,8.9162,9.87,24.5339299030574,,,673349451.06,36195290.53,46372118.69,188174699.99
460,0,D_C_r4,D_C_r4,2018-10-30T00:00:00,2018_10,D,D p20,209,e_C,c_mono,D_c_mono,c_fall,-0.035,0.1714,0.1502,0.0738,8,32.67,0.88,0.4775,5.2936,5.7711,78.1991869918699,,,848850462.25,47768462.2,16551982.12,139617446.74
461,0,D_AF_r1_T,D_AF_r1_T,2018-11-21T00:00:00,2018_11,D,D p1,231,a_tree,a_tree_row,D_agro,c_fall,-0.0316,0.0143,0.0224,0.145,2.5,30.52,1.12,0.1701,0.2464,0.4164,2.87172413793103,,,1212340267.43,235196400.94,222873856.79,185591486.59
462,0,D_AF_r1_1m,D_AF_r1_1m,2018-11-21T00:00:00,2018_11,D,D p2,231,b_1m,b_crop_row,D_agro,c_fall,-0.0454,0.1792,0.1639,0.1699,2.4,46.05,0.95,0.1334,3.4745,3.6079,21.2354326074161,,,510981001.75,126815185.7,122052273.11,208329920.51
463,0,D_AF_r1_7m,D_AF_r1_7m,2018-11-21T00:00:00,2018_11,D,D p3,231,c_7m,b_crop_row,D_agro,c_fall,-0.0075,0.055,0.0496,0.1284,2.3,46.75,0.97,0.1482,5.7905,5.9387,46.2515576323988,,,416874898.98,65897751.47,92182151.09,697188591.94
464,0,D_AF_r1_24m,D_AF_r1_24m,2018-11-21T00:00:00,2018_11,D,D p4,231,d_24m,b_crop_row,D_agro,c_fall,-0.0342,0.1311,0.1212,0.0763,2.4,42.84,1.11,0.2172,44.7267,44.9439,589.041939711664,,,207112487.45,21968453.44,72172625.54,466472907.79
465,0,D_AF_r2_T,D_AF_r2_T,2018-11-21T00:00:00,2018_11,D,D p5,231,a_tree,a_tree_row,D_agro,c_fall,-0.0381,0.1718,0.1348,0.1832,2.5,34.39,1.18,1.5121,0,1.4814,8.08624454148472,,,701881207.46,87458888.97,298956967.14,694077096.73
466,0,D_AF_r2_1m,D_AF_r2_1m,2018-11-21T00:00:00,2018_11,D,D p6,231,b_1m,b_crop_row,D_agro,c_fall,-0.0285,0.0107,0.0192,0.1088,2.8,32.61,0.98,0.2779,10.0017,10.2795,94.4806985294118,,,121074508.29,100205841.01,111147620.98,149325729.67
467,0,D_AF_r2_7m,D_AF_r2_7m,2018-11-21T00:00:00,2018_11,D,D p7,231,c_7m,b_crop_row,D_agro,c_fall,-0.0324,0.021,0.0304,0.0873,2.6,39.4,1.09,0.2678,8.6902,8.958,102.611683848797,,,586772689.44,135984302.78,310562718.54,94241127.17
468,0,D_AF_r2_24m,D_AF_r2_24m,2018-11-21T00:00:00,2018_11,D,D p8,231,d_24m,b_crop_row,D_agro,c_fall,0.033,0.1047,0.0418,0.0457,2.5,46.57,1.08,1.409,61.5277,62.9367,1377.17067833698,,,541373489.47,72959469.63,114152746.68,371706596.67
469,0,D_AF_r3_T,D_AF_r3_T,2018-11-21T00:00:00,2018_11,D,D p9,231,a_tree,a_tree_row,D_agro,c_fall,-0.031,0.1104,0.1056,0.276,2.7,36.83,1.15,0.4002,0,0.2431,0.880797101449275,,,1135847520.62,151769487.95,174188581.21,439367952.1
470,0,D_AF_r3_1m,D_AF_r3_1m,2018-11-21T00:00:00,2018_11,D,D p10,231,b_1m,b_crop_row,D_agro,c_fall,-0.0239,0.0816,0.0717,0.1873,2.4,45.65,1.26,1.097,17.7291,18.8261,100.513080619327,,,567718803.62,126385873.27,154124119.28,572865978.33
471,0,D_AF_r3_7m,D_AF_r3_7m,2018-11-21T00:00:00,2018_11,D,D p11,231,c_7m,b_crop_row,D_agro,c_fall,-0.0339,0.0215,0.0073,0.2517,2.1,43.14,0.89,0.2998,1.5627,1.8625,7.39968216130314,,,655277425.07,101260957.37,178036921.48,674352725.08
472,0,D_AF_r3_24m,D_AF_r3_24m,2018-11-21T00:00:00,2018_11,D,D p12,231,d_24m,b_crop_row,D_agro,c_fall,-0.0215,0.0837,0.0712,0.0804,2,43.97,1.03,0.1628,16.2762,16.439,204.465174129353,,,434968635.61,84220315.89,113280354.94,206979549.28
473,0,D_AF_r4_T,D_AF_r4_T,2018-11-21T00:00:00,2018_11,D,D p13,231,a_tree,a_tree_row,D_agro,c_fall,-0.0445,0.0304,0.0422,0.2494,2.1,36.95,0.8,0.3671,0.0362,0.4033,1.61708099438653,,,682070044.35,135029831.58,156008934.57,337856153.59
474,0,D_AF_r4_1m,D_AF_r4_1m,2018-11-21T00:00:00,2018_11,D,D p14,231,b_1m,b_crop_row,D_agro,c_fall,-0.0426,0.251,0.2255,0.0735,1.9,34.03,1,0.159,7.6946,7.8536,106.851700680272,,,317066028.08,64263830.42,153737287.6,468925071.28
475,0,D_AF_r4_7m,D_AF_r4_7m,2018-11-21T00:00:00,2018_11,D,D p15,231,c_7m,b_crop_row,D_agro,c_fall,-0.0206,0.0541,0.0475,0.0766,2,39.02,1.09,0.1652,23.8416,24.0068,313.404699738903,,,322638942.14,91671542.98,103189766.14,336518109.42
476,0,D_AF_r4_24m,D_AF_r4_24m,2018-11-21T00:00:00,2018_11,D,D p16,231,d_24m,b_crop_row,D_agro,c_fall,-0.0381,0.1895,0.1705,0.0784,1.9,53.21,0.99,0.9212,25.485,26.4062,336.813775510204,,,304053802.42,31652510.91,54613465.19,151811133.17
477,0,D_C_r1,D_C_r1,2018-11-21T00:00:00,2018_11,D,D p17,231,e_C,c_mono,D_c_mono,c_fall,-0.0398,0.2706,0.2418,0.0549,1.9,42.42,0.95,0.2303,17.5207,17.7509,323.331511839709,,,303964302.44,69907039.23,100581446.15,233198974.15
478,0,D_C_r2,D_C_r2,2018-11-21T00:00:00,2018_11,D,D p18,231,e_C,c_mono,D_c_mono,c_fall,-0.0377,0,0.0191,0.0641,2,37.75,1.02,0.2925,7.2215,7.514,117.223088923557,,,322220913.6,68796531.29,108393415.29,346406549.64
479,0,D_C_r3,D_C_r3,2018-11-21T00:00:00,2018_11,D,D p19,231,e_C,c_mono,D_c_mono,c_fall,-0.0324,0.0367,0.0421,0.071,1.9,39.84,1.07,0.1007,33.2921,33.3928,470.321126760563,,,582322284.34,78104056.14,182538739.19,372399949.29
480,0,D_C_r4,D_C_r4,2018-11-21T00:00:00,2018_11,D,D p20,231,e_C,c_mono,D_c_mono,c_fall,-0.0456,0.1682,0.164,0.0376,1.9,41.04,1.04,0.4637,16.6219,17.0856,454.404255319149,,,316262678.46,77205237.67,137496025.5,436763003.77
481,0,D_AF_r1_T,D_AF_r1_T,2018-12-14T00:00:00,2018_12,D,D p1,254,a_tree,a_tree_row,D_agro,c_fall,-0.0296,0.1776,0.1648,0.1936,0.3,54.96,1.15,0.3876,0.372,0.7596,3.92355371900826,,,929444255.19,55476753.19,191458554.44,148418368.46
482,0,D_AF_r1_1m,D_AF_r1_1m,2018-12-14T00:00:00,2018_12,D,D p2,254,b_1m,b_crop_row,D_agro,c_fall,-0.0386,0,0.0042,0.1164,-0.2,36.17,0.78,0.199,0.9063,1.1053,9.49570446735395,,,1128124855.71,137939080.84,272189295.98,231075353.15
483,0,D_AF_r1_7m,D_AF_r1_7m,2018-12-14T00:00:00,2018_12,D,D p3,254,c_7m,b_crop_row,D_agro,c_fall,-0.0549,0.2135,0.2096,0.0087,-0.4,30.2,0.68,0.3291,0.6265,0.9557,109.850574712644,,,734185363.45,49056248.24,174043177.51,256859693.06
484,0,D_AF_r1_24m,D_AF_r1_24m,2018-12-14T00:00:00,2018_12,D,D p4,254,d_24m,b_crop_row,D_agro,c_fall,-0.024,0.1949,0.1784,0.0525,-0.1,32.13,0.71,0.9031,0.729,1.6322,31.0895238095238,,,7813394573.6,567306011.76,1034445230.92,1076898343.93
485,0,D_AF_r2_T,D_AF_r2_T,2018-12-14T00:00:00,2018_12,D,D p5,254,a_tree,a_tree_row,D_agro,c_fall,-0.0335,0,0.017,0.2055,0,56.05,1.18,0.5699,0.1511,0.7211,3.50900243309002,,,726281985.63,35952195.19,141389043.12,209687118.69
486,0,D_AF_r2_1m,D_AF_r2_1m,2018-12-14T00:00:00,2018_12,D,D p6,254,b_1m,b_crop_row,D_agro,c_fall,-0.0535,0.2308,0.189,0.0451,-0.2,34.62,0.82,0.2116,1.1602,1.3718,30.4168514412417,,,558725238.41,57916152.11,168173517.03,158360839.82
487,0,D_AF_r2_7m,D_AF_r2_7m,2018-12-14T00:00:00,2018_12,D,D p7,254,c_7m,b_crop_row,D_agro,c_fall,-0.0566,0.0157,0.0576,,-0.1,28.85,0.63,0.2638,0.6223,0.8861,,,,521011819.38,40756696.39,122116410.6,156983459.39
488,0,D_AF_r2_24m,D_AF_r2_24m,2018-12-14T00:00:00,2018_12,D,D p8,254,d_24m,b_crop_row,D_agro,c_fall,0.0447,0.0857,0.0143,0.0007,-0.3,31.89,0.81,0.3097,0.7884,1.0981,1568.71428571429,,,536973195.61,52897366.96,156991079.72,109537752.08
489,0,D_AF_r3_T,D_AF_r3_T,2018-12-14T00:00:00,2018_12,D,D p9,254,a_tree,a_tree_row,D_agro,c_fall,-0.0162,0.0155,0.0208,0.1876,-0.1,57.05,1.12,0.3221,0.1777,0.4999,2.66471215351812,,,429611499.3,29056113.01,122599001.89,87324988.11
