pid,cc,lon,lat,year
KE_SOTER_192_377,KE,39.58,-3.27,1985
KE_SOTER_192_394,KE,39.51,-3.42,1986
KE_SOTER_192_4129,KE,39.75,-3.47,1987
KE_SOTER_192_42,KE,39.94,-3.32,1985
KE_SOTER_192_43,KE,39.92,-3.35,1985
KE_SOTER_192_45,KE,NA,NA,1985
KE_SOTER_193_324,KE,NA,NA,1987
KE_SOTER_196_117,KE,38.75,-3.5,NA
KE_SOTER_196_126,KE,38.52,-3.68,NA
KE_SOTER_197_213,KE,39.47,-3.55,NA
KE_SOTER_197_4101,KE,39.48,-3.82,NA
KE_SOTER_198_181,KE,39.55,-3.73,NA
KE_SOTER_198_38,KE,39.72,-3.78,NA
KE_SOTER_198_46,KE,39.77,-3.95,NA
KE_SOTER_200_11046,KE,39.13,-4.1,NA
KE_SOTER_200_1328,KE,39.22,-4.22,NA
KE_SOTER_200_1330,KE,39.2,-4.2,NA
KE_SOTER_200_1649,KE,39.02,-4.11,NA
KE_SOTER_200_1650,KE,39.25,-4.16,NA
KE_SOTER_200_1651,KE,39.15,-4.13,NA
KE_SOTER_200_2728,KE,39.27,-4.12,NA
KE_SOTER_200_2729,KE,39.25,-4.1,NA
KE_SOTER_200_3415,KE,39.15,-4.45,NA
KE_SOTER_200_41,KE,39.48,-4.32,NA
KE_SOTER_200_4165,KE,39.45,-4.37,NA
KE_SOTER_200_4167,KE,39.37,-4.33,NA
KE_SOTER_200_4326,KE,39.25,-4.27,NA
KE_SOTER_200_4369,KE,39.28,-4.43,NA
KE_SOTER_200_4402,KE,39.37,-4.33,NA
KE_SOTER_202_1275,KE,39.6,-4.23,NA
KE_SOTER_202_1277,KE,39.25,-4.02,NA
KE_SOTER_202_276,KE,39.38,-4.53,NA
KE_SOTER_21,KE,NA,NA,NA
KE_SOTER_231,KE,NA,NA,NA
KE_SOTER_24116,KE,35.43,3.05,NA
KE_SOTER_24117,KE,NA,NA,NA
KE_SOTER_25179,KE,35.95,2.95,NA
KE_SOTER_25180,KE,35.65,2.98,NA
KE_SOTER_282,KE,NA,NA,NA
KE_SOTER_302,KE,NA,NA,NA
KE_SOTER_321,KE,NA,NA,NA
KE_SOTER_38111,KE,35.28,2.9,NA
KE_SOTER_39101,KE,35.62,2.93,NA
KE_SOTER_39122,KE,35.67,2.9,NA
KE_SOTER_393,KE,NA,NA,NA
KE_SOTER_401,KE,NA,NA,NA
KE_SOTER_4110,KE,36.97,2.58,1981
KE_SOTER_4116,KE,36.8,2.6,1983
KE_SOTER_4117,KE,36.8,2.7,1981
KE_SOTER_412,KE,36.93,2.7,NA
KE_SOTER_418,KE,36.9,2.5,1981
KE_SOTER_4216,KE,37.42,3.92,1981
KE_SOTER_4224,KE,37.2,2.78,1982
KE_SOTER_423,KE,37.22,2.62,1976
KE_SOTER_4314,KE,37.8063,2.6396,NA
KE_SOTER_4319,KE,37.7613,2.8694,1982
KE_SOTER_434,KE,37.45,2.58,1981
KE_SOTER_5418,KE,37.27,2.43,1982
KE_SOTER_544,KE,37,2.4,1981
KE_SOTER_548,KE,37.46,2.3,1981
KE_SOTER_551,KE,37.95,2.3,NA
KE_SOTER_5510,KE,37.5,2.5,1982
KE_SOTER_5512,KE,37.8558,2.3884,1982
KE_SOTER_5513,KE,37.8333,2.4833,1982
KE_SOTER_5519,KE,37.9,2.12,1982
KE_SOTER_558,KE,37.52,2.43,1981
KE_SOTER_591,KE,NA,NA,NA
KE_SOTER_6,KE,NA,NA,NA
KE_SOTER_611,KE,NA,NA,NA
KE_SOTER_651,KE,NA,NA,1976
KE_SOTER_655,KE,NA,NA,NA
KE_SOTER_6717,KE,37.52,1.98,1982
KE_SOTER_72_2520,KE,35.5,1,NA
KE_SOTER_721,KE,NA,NA,NA
KE_SOTER_74_41,KE,34.9,1.07,1976
KE_SOTER_74_42,KE,34.828,1.164,1976
KE_SOTER_74_43,KE,34.8,1.2,1976
KE_SOTER_75_1104,KE,35.1719,1.3909,1974
KE_SOTER_75_1326,KE,35.1493,1.2705,1974
KE_SOTER_75_1488,KE,35.3122,1.4114,1974
KE_SOTER_75_157,KE,35.2093,1.3273,1973
KE_SOTER_75_2383,KE,35.4,1.3,1974
KE_SOTER_75_2507,KE,35.3,1.4,1974
KE_SOTER_75_2539,KE,35.45,1.9,1974
KE_SOTER_75_311,KE,35.07,1.07,1973
KE_SOTER_75_32,KE,35.0362,1.1795,1973
KE_SOTER_75_33,KE,35,1.09,1973
KE_SOTER_75_353,KE,35.1018,1.2068,1973
KE_SOTER_75_355,KE,35.1403,1.1659,1973
KE_SOTER_75_361,KE,35.1403,1.2,1974
KE_SOTER_75_4378,KE,35.4,1.1897,1974
KE_SOTER_88_14,KE,NA,NA,NA
KE_SOTER_88_15,KE,NA,NA,NA
KE_SOTER_88_22,KE,34.95,0.94,1976
KE_SOTER_88_24,KE,34.78,0.94,1976
KE_SOTER_89_43,KE,NA,NA,NA
KE_SOTER_89_45,KE,35.4,0.5,NA
KE_SOTER_90_121,KE,NA,NA,NA
KE_SOTER_90_41,KE,NA,NA,NA
KE_SOTER_903,KE,35.5,0.4,NA
KE_SOTER_91,KE,NA,NA,NA
KE_SOTER_91,KE,35,0.5,NA
KE_SOTER_92,KE,NA,NA,NA
KE_SOTER_92,KE,35,0.53,NA
KE_SOTER_92_11,KE,36.72,0.77,NA
KE_SOTER_921,KE,36.67,0.52,NA
KE_SOTER_969,KE,38.5833,0.9539,1984
KE_SOTER_9691,KE,NA,NA,NA
KE_SOTER_ASS_P44,KE,37.28604,-0.1644,1977
KE_SOTER_ASS_P45,KE,37.2617,-0.1779,1977
KE_SOTER_ASS_P57,KE,37.2918,-0.25,1978
KE_SOTER_ASS_P58,KE,37.2919,-0.28828,1978
KE_SOTER_LAIK10,KE,37.0333,0.0666,1982
KE_SOTER_LAIK12,KE,37.0213,0.0666,1982
KE_SOTER_LAIK15,KE,36.85,-0.1166,1982
KE_SOTER_LAIK2,KE,37.06,0.35,1982
KE_SOTER_LAIK3,KE,37.05,0.4,1982
KE_SOTER_LAIK4,KE,37.0833,0.3666,1982
KE_SOTER_R3,KE,39.2,-4.5,NA
KE_W3_0021,KE,NA,NA,NA
KE_W3_0025,KE,37.7,-2.51667,1977
KE_W3_0073,KE,NA,NA,NA
KE_W3_0125,KE,36.633333,-1.216667,NA
KE_W3_0153,KE,NA,NA,NA
KE_W3_0252,KE,37.366667,-1.376944,1978
KE_W3_0253,KE,37.366667,-1.872778,1978
KE_W3_0259,KE,38.116667,-1.118611,1978
KE_W3_0260,KE,38.366667,-1.872778,1978
KE_W3_0261,KE,37.366667,-1.881111,1978
KE_W3_0263,KE,38.116667,-1.122778,1978
KE_W3_0264,KE,37.266667,-1.625556,1978
KE_W3_0265,KE,37.366667,1.881111,1978
KE_W3_0266,KE,37.866667,-1.872778,1978
KE_W3_0267,KE,37.366667,-1.872778,1978
KE_W3_0268,KE,38.116667,-1.631111,1978
KE_W3_0269,KE,38.366667,-1.872778,1978
KE_W3_0270,KE,38.116667,-1.631111,1978
KE_W3_0271,KE,37.866667,-1.872778,1978
KE_W3_0272,KE,38.116667,-1.631111,1978
KE_W3_0274,KE,37.866667,-1.872778,1978
KE_W3_0275,KE,38.366667,-1.872778,1978
KE_W3_0276,KE,38.116667,-1.622778,1978
KE_W3_0277,KE,38.116667,-1.181111,1978
KE_W3_0278,KE,38.366667,-1.872778,1978
KE_W3_0279,KE,37.366667,-1.872778,1978
KE_W3_0280,KE,37.616667,-1.622778,1978
KE_W3_0281,KE,37.366667,-1.368611,1978
KE_W3_0282,KE,38.116667,-1.631111,1978
KE_W3_0283,KE,37.366667,-1.872778,1978
KE_W3_0284,KE,37.75,-1.622778,1978
KE_W3_0285,KE,38.366667,-1.376944,1978
KE_W3_0286,KE,38.116667,-1.631111,1978
KE_W3_0288,KE,38.116667,-1.181111,1978
KE_W3_0289,KE,38.116667,-1.118611,1978
KE_W3_0290,KE,38.116667,-1.122778,1978
KE_W3_0325,KE,36.85,-1.166667,1983
KE_wasp_1,KE,36.683333,-1.25,1973
KE_wasp_10,KE,39.385278,-4.300833,1975
KE_wasp_11,KE,39.3,-4.169167,1975
KE_wasp_12,KE,39.184722,-4.018333,1975
KE_wasp_13,KE,36.633333,-1.216667,1980
KE_wasp_14,KE,34.5,-0.751389,1978
KE_wasp_15,KE,34.5,-0.751389,1978
KE_wasp_16,KE,34.5,-0.751389,1978
KE_wasp_17,KE,34.916667,-0.666667,1976
KE_wasp_18,KE,37.6,2.833333,1981
KE_wasp_2,KE,36.584722,-0.901667,1973
KE_wasp_22,KE,37.466667,2.266667,1981
KE_wasp_23,KE,37.033333,2.395833,1981
KE_wasp_24,KE,37.033333,2.408333,1981
KE_wasp_25,KE,35.133889,-0.616944,1977
KE_wasp_26,KE,34.702222,-0.884722,1975
KE_wasp_27,KE,NA,NA,1978
KE_wasp_28,KE,40,-3.117778,1980
KE_wasp_29,KE,39.833333,-3.616667,1980
KE_wasp_3,KE,36.433889,-0.818333,1980
KE_wasp_30,KE,39.866667,-3.6,1982
KE_wasp_31,KE,39.644167,-3.779167,1982
KE_wasp_32,KE,39.8,-3.550833,1982
KE_wasp_33,KE,39.502222,-3.835278,1982
KE_wasp_34,KE,36.85,-0.75,1983
KE_wasp_35,KE,35.833333,-1.1,NA
KE_wasp_36,KE,37.7,-2.5167,1977
KE_wasp_37,KE,36.133333,-0.983333,1983
KE_wasp_38,KE,37.461111,-0.172222,1985
KE_wasp_39,KE,37.511111,-0.209722,1987
KE_wasp_4,KE,36.752222,-0.7,1974
KE_wasp_40,KE,37.538889,-0.354167,1985
KE_wasp_41,KE,37.541667,-0.354167,1985
KE_wasp_42,KE,37.536111,-0.355556,1985
KE_wasp_43,KE,37.576389,-0.380556,1985
KE_wasp_44,KE,37.627778,-0.411111,1985
KE_wasp_45,KE,37.625,-0.413889,1985
KE_wasp_46,KE,37.623611,-0.416667,1985
KE_wasp_47,KE,37.7,-0.451389,1985
KE_wasp_48,KE,37.698611,-0.451389,1985
KE_wasp_49,KE,37.698611,-0.452778,1985
KE_wasp_5,KE,37.451667,-0.552222,1972
KE_wasp_50,KE,37.772222,-0.452778,1985
KE_wasp_51,KE,37.790278,-0.461111,1985
KE_wasp_52,KE,37.805556,-0.444444,1985
KE_wasp_53,KE,37.972222,-0.152222,1986
KE_wasp_55,KE,38.244444,-0.227778,1986
KE_wasp_56,KE,38.425,-0.766667,1986
KE_wasp_57,KE,38.384722,-0.581944,1986
KE_wasp_58,KE,38.391667,-0.583333,1986
KE_wasp_59,KE,38.391667,-0.583333,1986
KE_wasp_6,KE,37.466667,-0.533333,1972
KE_wasp_60,KE,39.048611,-0.705556,1986
KE_wasp_61,KE,39.523611,-0.486111,1985
KE_wasp_62,KE,39.633333,-0.475,1985
KE_wasp_63,KE,39.663889,-0.433333,1985
KE_wasp_64,KE,39.741667,-0.397222,1985
KE_wasp_65,KE,36.830556,-1.791667,1985
KE_wasp_66,KE,36.827778,-1.830556,1985
KE_wasp_67,KE,36.788889,-1.794444,1985
KE_wasp_68,KE,36.769444,-1.854167,1985
KE_wasp_69,KE,36.781944,-1.983333,1985
KE_wasp_7,KE,37.916667,-0.666667,1973
KE_wasp_70,KE,37.786111,-0.316667,1985
KE_wasp_8,KE,39.55,-3.55,1980
KE_wasp_9,KE,39.833333,-3.45,NA
LR_29948_P01,LR,-8.610533,7.502582,2008
LR_29948_P02,LR,-8.61597,7.508458,2008
LR_29948_P03,LR,-8.626231,7.466275,2008
LR_29948_P04,LR,-8.633334,7.467328,2008
LR_29948_P05,LR,-8.637895,7.462241,2008
LR_29948_P06,LR,-8.645787,7.458558,2008
LR_29948_P07,LR,-8.649909,7.491444,2008
LR_29948_P08,LR,-8.626319,7.486972,2008
LR_29948_P09,LR,-8.618514,7.481096,2008
LR_29948_P10,LR,-8.647717,7.450139,2008
LR_29948_P11,LR,-8.662362,7.451016,2008
LR_29948_P12,LR,-8.666659,7.457681,2008
LR_29948_P13,LR,-8.60685,7.571599,2008
LR_29948_P14,LR,-8.629388,7.556603,2008
LR_29948_P15,LR,-8.627108,7.5609,2008
LR_29948_P16,LR,-8.622022,7.571775,2008
LR_29948_P17,LR,-8.630002,7.542572,2008
LR_29948_P18,LR,-8.633861,7.542572,2008
LR_29948_P19,LR,-8.601764,7.568969,2008
LR_29948_P20,LR,-8.605008,7.572301,2008
LR_29948_P21,LR,-8.622285,7.535644,2008
LR_29948_P22,LR,-8.618163,7.531347,2008
LR_29948_P23,LR,-8.614567,7.519069,2008
LR_29948_P24,LR,-8.612901,7.558883,2008
LR_29948_P25,LR,-8.610972,7.549324,2008
LR_29948_P26,LR,-8.608955,7.530382,2008
LR_29948_P27,LR,-8.637544,7.484429,2008
LR_29948_P28,LR,-8.651049,7.435845,2008
LR_29948_P29,LR,-8.641315,7.435932,2008
LR_29948_P30,LR,-8.627196,7.512053,2008
LR_29948_P31,LR,-8.628511,7.551078,2008
LR_W3_0002,LR,-11.33,7,1974
LR_W3_0003,LR,-10.765,6.461,1979
LR_W3_0004,LR,-11.19,7.21,1979
LR_W3_0005,LR,-9.5,7.62,1979
LR_W3_0006,LR,-11.24,7.19,1979
LR_W3_0007,LR,-11.33,6.93,1979
LR_W3_0008,LR,-11.216,7.246,1979
LR_W3_0009,LR,-10,7.92,1979
LR_W3_0010,LR,-11.01667,7.25,1979
LR_W3_0011,LR,-11.39,7,1979
LR_W3_0012,LR,-11.033,7.25,1979
LR_W3_0013,LR,-11.2,7.24,1980
LR_W3_0014,LR,-10.77,6.459,1980
LR_W3_0015,LR,-10.764,6.46,1980
LR_W3_0016,LR,-11.17,7.22,1980
LR_W3_0017,LR,-10.765,6.46,1980
LR_W3_0018,LR,-10.62,6.38,1980
LS_SOTER_FAO_TD2_P30a,LS,27.9158,-28.8863,1971
LS_SOTER_FAO_TD2_P30b,LS,27.92,-28.89,1971
LS_SOTER_SSTB_Relabes,LS,27.76,-29.39,1976
LS_SOTER_TB1PG26,LS,27.5,-29.295,1967
LS_SOTER_TB1PG28,LS,27.7397,-29.0909,1967
LS_SOTER_TB1PG30,LS,27.67,-29.43,1967
LS_SOTER_TB1PG32,LS,27.9833,-29.4666,1967
LS_SOTER_TB1PG34,LS,27.2333,-29.65,1967
LS_SOTER_TB1PG40,LS,27.4833,-29.5833,1967
LS_SOTER_TB1PG42,LS,28.1301,-28.8816,1967
LS_SOTER_TB1PG44,LS,27.73,-29.45,1967
LS_SOTER_TB1PG46,LS,27.2,-29.75,1967
LS_SOTER_TB1PG48,LS,27.28,-29.749,1967
LS_SOTER_TB1PG50,LS,28.1667,-29,1967
LS_SOTER_TB1PG52,LS,27.75,-29.4022,1967
LS_SOTER_TB1PG54,LS,27.5833,-29.5333,1967
LS_SOTER_TB1PG58,LS,27.5,-29.3,1967
LS_W3_0010,LS,27.233333,-29.816667,1967
LS_W3_0011,LS,27.483333,-29.316667,1967
LS_wasp_1,LS,28.05,-28.866667,1982
LS_wasp_10,LS,27.233333,-29.816667,1982
LS_wasp_11,LS,27.233333,-29.8,1982
LS_wasp_12,LS,27.233333,-29.816667,1982
LS_wasp_13,LS,29.266667,-29.466667,1982
LS_wasp_14,LS,28.05,-28.866667,1982
LS_wasp_2,LS,27.75,-29.15,1982
LS_wasp_3,LS,27.75,-29.15,1982
LS_wasp_4,LS,27.75,-29.15,1982
LS_wasp_5,LS,27.75,-29.15,1982
LS_wasp_6,LS,27.483333,-29.316667,1982
LS_wasp_7,LS,29.266667,-29.466667,1982
LS_wasp_8,LS,27.233333,-29.816667,1982
LS_wasp_9,LS,27.233333,-29.816667,1982
MG_W3_0001,MG,47.384167,-21.235833,NA
MG_W3_0002,MG,47.431944,-21.296667,NA
MG_W3_0003,MG,47.369444,-21.211944,NA
MG_W3_0004,MG,47.326667,-21.159444,NA
MG_W3_0005,MG,47.285833,-21.320556,NA
MG_W3_0006,MG,47.561667,-21.284167,NA
MG_W3_0007,MG,47.428056,-21.296944,NA
MG_W3_0008,MG,47.643056,-21.163611,NA
MG_W3_0009,MG,47.504722,-21.058333,NA
MG_W3_0010,MG,47.363889,-21.203056,NA
MG_W3_0011,MG,47.365,-21.213056,NA
MG_W3_0012,MG,47.388333,-21.237222,NA
MG_W3_0013,MG,47.338611,-21.2775,NA
MG_W3_0014,MG,47.560278,-21.294444,NA
MG_W3_0015,MG,47.424444,-21.236944,NA
MG_W3_0016,MG,47.334444,-21.164722,NA
MG_W3_0017,MG,47.341667,-21.162222,NA
MG_W3_0018,MG,47.647222,-21.161111,NA
MG_W3_0019,MG,47.498056,-21.060556,NA
MG_W3_0020,MG,47.335833,-21.278889,NA
MG_W3_0021,MG,48.25,-13.5,1965
MG_W3_0022,MG,49.05,-13.166667,1965
MG_W3_0023,MG,49,-12.5,1965
MG_W3_0024,MG,49.05,-13.166667,1965
MG_W3_0025,MG,49.066667,-13.166667,1965
MG_W3_0026,MG,48.25,-13.5,1965
MG_W3_0027,MG,49.05,-13.166667,1965
MG_W3_0028,MG,49.05,-13.166667,1965
MG_W3_0029,MG,48.45,-13.666667,1965
MG_W3_0030,MG,48.083333,-13.533333,1965
MG_W3_0031,MG,49.05,-13.166667,1965
MG_W3_0032,MG,48.216667,-18.95,1972
MG_W3_0033,MG,47.75,-18.75,1972
MG_W3_0034,MG,44.516667,-22.9,1973
MG_W3_0035,MG,47.016667,-19.85,1979
MG_W3_0036,MG,47.016667,-19.85,1979
MG_W3_0037,MG,47.016667,-19.85,1979
MG_W3_0038,MG,47.016667,-19.85,1979
MG_W3_0039,MG,47.016667,-19.85,1979
MG_W3_0040,MG,47.016667,-19.85,1979
MG_W3_0041,MG,47.016667,-19.85,1979
MG_W3_0042,MG,47.016667,-19.85,1979
MG_W3_0043,MG,47.016667,-19.85,1979
MG_W3_0044,MG,47.016667,-19.85,1979
MG_W3_0045,MG,47.016667,-19.85,1979
MG_W3_0046,MG,47.016667,-19.85,1979
MG_W3_0047,MG,47.016667,-19.85,1979
MG_W3_0048,MG,47.016667,-19.85,1979
MG_W3_0049,MG,47.016667,-19.85,1979
MG_W3_0050,MG,47.016667,-19.85,1979
MG_W3_0051,MG,47.016667,-19.85,1979
MG_W3_0052,MG,47.016667,-19.85,1979
MG_W3_0053,MG,47.016667,-19.85,1979
MG_W3_0054,MG,47.016667,-19.85,1979
ML_15835_M01100,ML,-5.715364,12.64963,1993
ML_15835_M01200,ML,-5.714664,12.648743,1993
ML_15835_M01300,ML,-5.713856,12.647442,1993
ML_15835_M11100,ML,-5.714692,12.650443,1993
ML_15835_M21000,ML,-5.71509,12.652306,1993
ML_15835_M21200,ML,-5.71361,12.650448,1993
ML_15835_M2400,ML,-5.720326,12.659549,1993
ML_15835_M2600,ML,-5.718527,12.657159,1993
ML_15835_M2800,ML,-5.71678,12.654682,1993
ML_15838_K01400,ML,-5.37535,12.3151,1993
ML_15838_K11800,ML,-5.371587,12.3161,1993
ML_15838_K21100,ML,-5.3783,12.3171,1993
ML_15838_K21300,ML,-5.3764,12.3171,1993
ML_15838_K21500,ML,-5.3743,12.3171,1993
ML_15838_K21700,ML,-5.3725,12.3171,1993
ML_15838_K2300,ML,-5.385635,12.3171,1993
ML_15838_K2500,ML,-5.3838,12.3171,1993
ML_15838_K2700,ML,-5.38183,12.3171,1993
ML_15838_K2900,ML,-5.38,12.3171,1993
ML_15839_L03150,ML,-5.696806,12.591093,1993
ML_15839_L0450,ML,-5.693786,12.566861,1993
ML_15839_L0650,ML,-5.693973,12.56887,1993
ML_15839_L22850,ML,-5.699434,12.587885,1993
ML_15839_L31150,ML,-5.699973,12.574541,1993
ML_15839_L31350,ML,-5.700433,12.576936,1993
ML_15839_L31750,ML,-5.700736,12.579419,1993
ML_15839_L32550,ML,-5.701665,12.586175,1993
ML_15839_L33450,ML,-5.702785,12.593511,1993
ML_15839_L3750,ML,-5.699255,12.569433,1993
ML_15839_L3950,ML,-5.699638,12.572101,1993
ML_15839_L43250,ML,-5.705011,12.591293,1993
ML_15839_L51950,ML,-5.704347,12.579459,1993
ML_15839_L52150,ML,-5.704689,12.581399,1993
ML_15839_L52350,ML,-5.704902,12.583286,1993
ML_15839_L52550,ML,-5.705118,12.585197,1993
ML_15839_L52850,ML,-5.705731,12.588469,1993
ML_15839_L72050,ML,-5.706985,12.580457,1993
ML_15839_L72850,ML,-5.708,12.587009,1993
ML_15840_N11150,ML,-5.373619,12.343705,1993
ML_15840_N11550,ML,-5.370029,12.344468,1993
ML_15840_N11750,ML,-5.368161,12.344845,1993
ML_15840_N11950,ML,-5.366454,12.345151,1993
ML_15840_N12350,ML,-5.362791,12.346079,1993
ML_15840_N1750,ML,-5.377342,12.342914,1993
ML_15840_N1950,ML,-5.375464,12.34325,1993
ML_15840_N21100,ML,-5.373748,12.342913,1993
ML_15840_N21300,ML,-5.371935,12.343353,1993
ML_15840_N22300,ML,-5.362961,12.345277,1993
ML_15840_N22400,ML,-5.361979,12.345527,1993
ML_15840_N2550,ML,-5.378717,12.341723,1993
ML_15840_N2700,ML,-5.377336,12.342038,1993
ML_15841_105F094,ML,-5.116667,12.566667,1992
ML_15841_107F094,ML,-5.133333,12.616667,1992
ML_15841_115F094,ML,-5.166667,12.616667,1992
ML_15841_117F094,ML,-5.15,12.6,1992
ML_15841_120F094,ML,-5.166667,12.516667,1992
ML_15841_122F094,ML,-5.3,12.5,1992
ML_15841_131F094,ML,-5.216667,12.616667,1992
ML_15841_134F094,ML,-5.183333,12.7,1993
ML_15841_138F094,ML,-5.133333,12.666667,1993
ML_15841_140F094,ML,-5.133333,12.65,1992
ML_15841_143F094,ML,-5.183333,12.6,1993
ML_15841_145F094,ML,-5.183333,12.583333,1993
ML_15841_158F094,ML,-5.266667,12.6,1993
ML_15841_179F094,ML,-5.416667,12.4,1993
ML_15841_17F094,ML,-5.216667,12.466667,1992
ML_15841_184F094,ML,-5.383333,12.383333,1993
ML_15841_188F094,ML,-5.333333,12.366667,1993
ML_15841_193F094,ML,-5.283333,12.366667,1993
ML_15841_197F097,ML,-5.4,12.366667,1993
ML_15841_199F094,ML,-5.383333,12.35,1993
ML_15841_208F094,ML,-5.35,12.333333,1993
ML_15841_209F094,ML,-5.316667,12.333333,1993
ML_15841_212F094,ML,-5.333333,12.366667,1993
ML_15841_214F094,ML,-5.316667,12.366667,1993
ML_15841_218F094,ML,-5.316667,12.333333,1993
ML_15841_219F094,ML,-5.433333,12.35,1993
ML_15841_223F094,ML,-5.416667,12.316667,1993
ML_15841_228F094,ML,-5.366667,12.233333,1993
ML_15841_236F094,ML,-5.283333,12.216667,1993
ML_15841_241F094,ML,-5.25,12.183333,1993
ML_15841_242F094,ML,-5.233333,12.183333,1993
ML_15841_246F094,ML,-5.2,12.183333,1993
ML_15841_253F094,ML,-5.266667,12.183333,1993
ML_15841_263F094,ML,-5.35,12.133333,1993
ML_15841_267F094,ML,-5.383333,12.166667,1993
ML_15841_274F094,ML,-5.316667,12.216667,1993
ML_15841_283F094,ML,-5.4,12.216667,1993
ML_15841_285F094,ML,-5.433333,12.283333,1993
ML_15841_288F094,ML,-5.416667,12.233333,1993
ML_15841_290F094,ML,-5.4,12.2,1993
ML_15841_293F094,ML,-5.383333,12.2,1993
ML_15841_294F094,ML,-5.4,12.216667,1993
ML_15841_310F094,ML,-5.533333,12.15,1993
ML_15841_317F094,ML,-5.55,12.133333,1993
ML_15841_324F094,ML,-5.583333,12.2,1993
ML_15841_326F094,ML,-5.616667,12.2,1993
ML_15841_331F094,ML,-5.616667,12.283333,1993
ML_15841_335F094,ML,-5.633333,12.366667,1993
ML_15841_339F094,ML,-5.583333,12.116667,1993
ML_15841_340F094,ML,-5.583333,12.133333,1993
ML_15841_342F094,ML,-5.433333,12.316667,1993
ML_15841_344F094,ML,-5.5,12.266667,1993
ML_15841_346F094,ML,-5.55,12.216667,1993
ML_15841_368F094,ML,-5.983333,12.4,1993
ML_15841_370F094,ML,-5.8,12.383333,1993
ML_15841_373F094,ML,-5.766667,12.333333,1993
ML_15841_379F094,ML,-5.733333,12.233333,1993
ML_15841_382F094,ML,-5.833333,12.45,1993
ML_15841_384F094,ML,-5.816667,12.483333,1993
ML_15841_388F094,ML,-5.8,12.516667,1993
ML_15841_390F094,ML,-5.783333,12.533333,1993
ML_15841_401F094,ML,-5.916667,12.466667,1993
ML_15841_403F094,ML,-5.933333,12.5,1993
ML_15841_405F094,ML,-5.916667,12.45,1993
ML_15841_409F094,ML,-5.95,12.45,1993
ML_15841_411F094,ML,-5.733333,12.433333,1993
ML_15841_414F094,ML,-5.75,12.466667,1993
ML_15841_416F094,ML,-5.85,12.55,1993
ML_15841_419F094,ML,-5.9,12.566667,1993
ML_15841_423F094,ML,-5.866667,12.483333,1993
ML_15841_426F094,ML,-5.6,12.65,1993
ML_15841_428F094,ML,-5.616667,12.683333,1993
ML_15841_431F094,ML,-5.833333,12.65,1993
ML_15841_432F094,ML,-5.816667,12.633333,1993
ML_15841_435F094,ML,-5.716667,12.716667,1993
ML_15841_439F094,ML,-5.666667,12.766667,1993
ML_15841_446F094,ML,-5.633333,12.516667,1993
ML_15841_448F094,ML,-5.566667,12.516667,1993
ML_15841_453F094,ML,-5.516667,12.55,1993
ML_15841_454F094,ML,-5.566667,12.583333,1993
ML_23108_01_E100,ML,-3.627075,13.837,2001
ML_23108_01_E1000,ML,-3.61874,13.837,2001
ML_23108_01_E200,ML,-3.62615,13.837,2001
ML_23108_01_E2000,ML,-3.6095,13.837,2001
ML_23108_01_E50,ML,-3.62754,13.837,2001
ML_23108_01_E500,ML,-3.623366,13.837,2001
ML_23108_01_N100,ML,-3.628,13.8379,2001
ML_23108_01_N1000,ML,-3.628,13.846057,2001
ML_23108_01_N200,ML,-3.628,13.8388,2001
ML_23108_01_N2000,ML,-3.628,13.85511,2001
ML_23108_01_N50,ML,-3.628,13.837464,2001
ML_23108_01_N500,ML,-3.628,13.8415,2001
ML_23108_98_E100,ML,-3.627075,13.837,1998
ML_23108_98_E1000,ML,-3.61874,13.837,1998
ML_23108_98_E200,ML,-3.62615,13.837,1998
ML_23108_98_E2000,ML,-3.6095,13.837,1998
ML_23108_98_E50,ML,-3.62754,13.837,1998
ML_23108_98_E500,ML,-3.623366,13.837,1998
ML_23108_98_N100,ML,-3.628,13.8379,1998
ML_23108_98_N1000,ML,-3.628,13.846057,1998
ML_23108_98_N200,ML,-3.628,13.8388,1998
ML_23108_98_N2000,ML,-3.628,13.85511,1998
ML_23108_98_N50,ML,-3.628,13.837464,1998
ML_23108_98_N500,ML,-3.628,13.8415,1998
ML_23637_Guaguaga,ML,-5.83,11.48,2000
ML_23637_Guechien,ML,-5.342683,12.285683,1990
ML_23637_KankounN,ML,-5.83,11.48,2000
ML_23637_KankounNP1,ML,-5.83,11.48,2000
ML_23637_KankounNP2,ML,-5.83,11.48,2000
ML_23637_KankounP,ML,-5.342683,12.285683,1990
ML_23637_Moura,ML,-5.83,11.48,2000
ML_23637_Niangtion,ML,-5.342683,12.285683,1990
ML_23637_Niangua,ML,-5.83,11.48,2000
ML_23637_Tawogo,ML,-5.342683,12.285683,1990
ML_23637_Titien,ML,-5.83,11.48,2000
ML_26707_7,ML,-5.975,14.358333,1980
ML_26707_8,ML,-5.975,14.358333,1980
ML_26707_A,ML,-5.983333,14.208333,1980
ML_26707_A501,ML,-5.941667,14.308333,1984
ML_26707_A502,ML,-6.05,14.233333,1984
ML_26707_A503,ML,-6.05,14.233333,1984
ML_26707_A505,ML,-5.991667,14.308333,1984
ML_26707_A506,ML,-6,14.191667,1984
ML_26707_A512,ML,-5.516667,13.983333,1984
ML_26707_B,ML,-5.983333,14.208333,1980
ML_26707_C,ML,-5.983333,14.208333,1980
ML_26707_D,ML,-5.983333,14.208333,1980
